type,date,date(yyyyMMddHHmmss),author,message,latitude,longitude, location,category,labels,seconds,risk_score,risk_score_simple_nlp
mbdata,172400,2.01E+13,AbilaPost,POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62640,0,0
mbdata,172400,2.01E+13,ourcountryourrights,we have to hold our officials accountable for their corruption #POK,,,,junk/spam,[],62640,0,0
mbdata,172400,2.01E+13,ReggieWassali,awesome to see all the people supporting environment corporate & govt responsibilty community activism! #POKRally,,,,junk/spam,[],62640,0,0
mbdata,172400,2.01E+13,katrina,I thought there was supposed to be a taco truck here,,,,vehicle_accidents,[],62640,0,0
mbdata,172414,2.01E+13,KronosQuoth,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",,,,junk/spam,[],62654,0,0
mbdata,172414,2.01E+13,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,,junk/spam,[],62654,0,0
mbdata,172414,2.01E+13,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,,junk/spam,[],62654,0,0
mbdata,172414,2.01E+13,KronosQuoth,There are no traffic jams along the extra mile.  #KronosStar #POKRally,,,,junk/spam,['vehicle-accident'],62654,0,0
mbdata,172431,2.01E+13,CentralBulletin,POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62671,0,0
mbdata,172431,2.01E+13,choconibbs,"Where is the sign saying """"We snatched them!"""" #POKRally""""",,,,junk/spam,[],62671,0,0
mbdata,172431,2.01E+13,FriendsOfKronos,Abila POst says POK rally peaceful tell that to the people they kidnapped #POK #terror,,,,junk/spam,['police'],62671,0,0
mbdata,172440,2.01E+13,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,,junk/spam,[],62680,0,0
mbdata,172440,2.01E+13,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,,junk/spam,[],62680,0,0
mbdata,172440,2.01E+13,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,,junk/spam,[],62680,0,0
mbdata,172440,2.01E+13,KronosQuoth,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally",,,,junk/spam,[],62680,0,0
mbdata,172500,2.01E+13,BlueVelvet,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62700,0,0
mbdata,172500,2.01E+13,phantomagate,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62700,0,0
mbdata,172500,2.01E+13,brain448,RT @ourcountryourrights we have to hold our officials accountable for their corruption #POK,,,,junk/spam,[],62700,0,0
mbdata,172500,2.01E+13,brain448,RT @ReggieWassali awesome to see all the people supporting environment corporate & govt responsibilty community activism! #POKRally,,,,junk/spam,[],62700,0,0
mbdata,172500,2.01E+13,choconibbs,How many millions you want from their families? #POKlove,,,,junk/spam,[],62700,0,0
mbdata,172500,2.01E+13,footfingers,President Kapelou is a stooge for greeddy Tethan corperations #POK,36.054,24.902,,junk/spam,[],62700,0,0
mbdata,172501,2.01E+13,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,,junk/spam,[],62701,0,0
mbdata,172501,2.01E+13,KronosQuoth,"Success is...knowing your purpose in life, growing to reach your maximum potential, and sowing seeds that benefit others.  #POKRally #HI",,,,junk/spam,[],62701,0,0
mbdata,172501,2.01E+13,Clevvah4Evah,Thats bad I have carpool tunnel #POK #Rally #Grammar,,,,vehicle_accidents,[],62701,0,0
mbdata,172501,2.01E+13,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,,junk/spam,[],62701,0,0
mbdata,172509,2.01E+13,choconibbs,@TomaToma Yeah? Who else you think did it?,,,,junk/spam,[],62709,0,0
mbdata,172525,2.01E+13,choconibbs,@Sara people first; environment second,,,,junk/spam,[],62725,0,0
mbdata,172529,2.01E+13,KronosQuoth,"The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI",,,,junk/spam,[],62729,0,0
mbdata,172529,2.01E+13,KronosQuoth,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally,,,,junk/spam,[],62729,0,0
mbdata,172529,2.01E+13,KronosQuoth,"Certain things catch your eye, but pursue only those that capture the heart.  #KronosStar #POKRally",,,,junk/spam,[],62729,0,0
mbdata,172531,2.01E+13,zengardener,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62731,0,0
mbdata,172531,2.01E+13,joyce101,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62731,0,0
mbdata,172534,2.01E+13,choconibbs,@POKPOKPOK Anarchist!,,,,junk/spam,[],62734,0,0
mbdata,172534,2.01E+13,ReggieWassali,probably 2000 people! #POKRally,,,,junk/spam,[],62734,0,0
mbdata,172545,2.01E+13,SaveOurWildlands,Celebrate National Scarlet Cormorant Day! SOW.kronos/helpnow,,,,vehicle_accidents,[],62745,0,0
mbdata,172545,2.01E+13,Viktor-E,Bringing the message of activism and sustainability to Kronosians: Viktor-E.kronos,,,,junk/spam,[],62745,0,0
mbdata,172545,2.01E+13,choconibbs,Waiting for the next criminal to appear #POKRally,,,,junk/spam,['police'],62745,0,0
mbdata,172545,2.01E+13,truthforcadau,so many people here this is awesome! POK is peace! #POKRallyinthepark,36.051,24.854,,junk/spam,[],62745,0,0
ccdata,172545,2.01E+13,,MISDEMEANOR ASSAULT-IN PROGRESS,,,N. Gounaraki St / N. Bairn Stt,junk/spam,['police'],62745,0,0
mbdata,172547,2.01E+13,lindyT,RT @truccotrucco Lucio Jakab tells it like it is #POK #SOW,,,,junk/spam,[],62747,0,0
mbdata,172551,2.01E+13,choconibbs,@TomaToma kidnapping is a police #fact #POKRally,,,,junk/spam,['police'],62751,0,0
mbdata,172551,2.01E+13,stuffNstuff,Viktor-E will be playing our party next Tuesday - hear him now! #pokrally,,,,junk/spam,[],62751,0,0
ccdata,172551,2.01E+13,,TRAFFIC STOP,,,Rist Way / Niovis St,junk/spam,['vehicle-accident'],62751,0,0
mbdata,172551,2.01E+13,Clevvah4Evah,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar,,,,vehicle_accidents,[],62751,0,0
mbdata,172600,2.01E+13,brain448,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62760,0,0
mbdata,172600,2.01E+13,sarajane,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62760,0,0
mbdata,172600,2.01E+13,brain448,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62760,0,0
mbdata,172600,2.01E+13,ninjabob,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62760,0,0
mbdata,172615,2.01E+13,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,,junk/spam,[],62775,0,0
mbdata,172615,2.01E+13,KronosQuoth,"I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",,,,junk/spam,[],62775,0,0
mbdata,172637,2.01E+13,POK,Jakab: Wildlands are our legacy for our children,,,,junk/spam,[],62797,0,0
mbdata,172637,2.01E+13,maha_Homeland,Jakab: Nature is the legacy we leave to our children,,,,junk/spam,[],62797,0,0
mbdata,172637,2.01E+13,SaveOurWildlands,Jakab says the wildlands are a legacy for our children,,,,junk/spam,[],62797,0,0
mbdata,172637,2.01E+13,AbilaPost,estimates of the POK rally places attendance at roughly 1200 people #AbilaPost,,,,junk/spam,[],62797,0,0
mbdata,172637,2.01E+13,choconibbs,Look at the jewlry on Viktor-Tree!  He doesn't get a cut of the ransom #POKRally,,,,junk/spam,[],62797,0,1
mbdata,172637,2.01E+13,ReggieWassali,Lucio Jakab! Wildlands are our legacy! #Elodis #Tiskele #POK,,,,junk/spam,[],62797,0,0
mbdata,172642,2.01E+13,CentralBulletin,estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62802,0,0
mbdata,172642,2.01E+13,choconibbs,@TomaToma Don't believe me - research it yourself idiot,,,,junk/spam,[],62802,0,0
ccdata,172642,2.01E+13,,INCOMPLETE CALL FOR POLICE,,,,police,['police'],62802,0,0
mbdata,172646,2.01E+13,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,,junk/spam,[],62806,0,0
mbdata,172651,2.01E+13,plasticParts,RT @choconibbs @TomaToma kidnapping is a police #fact #POKRally,,,,junk/spam,['police'],62811,0,0
mbdata,172651,2.01E+13,zengardener,RT @stuffNstuff Viktor-E will be playing our party next Tuesday - hear him now! #pokrally,,,,junk/spam,[],62811,0,0
mbdata,172658,2.01E+13,POK,"Jakab:  If you do one thing today, make a difference",,,,junk/spam,[],62818,0,0
mbdata,172658,2.01E+13,maha_Homeland,Inspirational talk from Lucio Jakab:  Make a difference today,,,,junk/spam,[],62818,0,0
mbdata,172658,2.01E+13,FriendsOfKronos,1200 terrorists in Abila City Park and the police does nothing #POK #terrorists,,,,police,['police'],62818,0,0
ccdata,172658,2.01E+13,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,2673 N. Androutsou St,junk/spam,[],62818,0,0
mbdata,172700,2.01E+13,POK,"Next up: Local musicians Bert Hanns, Erik Gastov, Ellen Lomax, Lero Robeson of Viktor-E",,,,junk/spam,[],62820,0,0
mbdata,172700,2.01E+13,maha_Homeland,Get ready for some awesome music! Local band Viktor-E plays music for the cause!,,,,junk/spam,[],62820,0,0
mbdata,172700,2.01E+13,SaveOurWildlands,Lucio ends with a plea for each of us to make a difference each day,,,,junk/spam,[],62820,0,0
mbdata,172700,2.01E+13,Viktor-E,"A beautiful message from Lucio Jakab - if you do one thing today, make a difference",,,,junk/spam,[],62820,0,0
mbdata,172700,2.01E+13,choconibbs,Viktor-Tree - a heart of gold (extorted from other victims) #POKRally,,,,junk/spam,['police'],62820,0,0
mbdata,172700,2.01E+13,footfingers,the capitalists don't care about the poeple of Kronos #POK,36.054,24.902,,vehicle_accidents,[],62820,0,0
ccdata,172700,2.01E+13,,SUBJECT STOP,,,3351 N. Tzavella St,junk/spam,[],62820,0,0
mbdata,172711,2.01E+13,KronosQuoth,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI",,,,junk/spam,[],62831,0,0
mbdata,172711,2.01E+13,hotdrugs225,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,,vehicle_accidents,[],62831,0,0
mbdata,172711,2.01E+13,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,,junk/spam,[],62831,0,0
mbdata,172725,2.01E+13,gardener4958,RT @choconibbs @Sara people first; environment second,,,,junk/spam,[],62845,0,0
mbdata,172731,2.01E+13,electricAvenue,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62851,0,0
mbdata,172731,2.01E+13,zengardener,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62851,0,0
mbdata,172731,2.01E+13,joyce101,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,,police,['police'],62851,0,0
mbdata,172731,2.01E+13,Viktor-E,"the song """"River Soldiers"""" is dedicated to the people from Elodis""""",,,,junk/spam,[],62851,0,0
mbdata,172731,2.01E+13,choconibbs,I take that back - a heart of sap -- this song stinks #POKRally,,,,junk/spam,[],62851,0,0
mbdata,172731,2.01E+13,MindOfKronos,Barf. People of Elodis... can't think of a more syruppy song I've ever heard #gowawy,,,,junk/spam,[],62851,0,0
mbdata,172737,2.01E+13,lordWally,RT @SaveOurWildlands Jakab says the wildlands are a legacy for our children,,,,junk/spam,[],62857,0,0
mbdata,172737,2.01E+13,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,,junk/spam,[],62857,0,0
mbdata,172737,2.01E+13,KronosQuoth,Dream big and dare to fail.  #KronosStar #POKRally,,,,junk/spam,[],62857,0,0
mbdata,172737,2.01E+13,reggierockin776,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,,junk/spam,['fire'],62857,0,0
mbdata,172737,2.01E+13,KronosQuoth,I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally,,,,junk/spam,[],62857,0,0
mbdata,172742,2.01E+13,sithLordJames,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62862,0,0
mbdata,172742,2.01E+13,slamrjamr,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62862,0,0
ccdata,172745,2.01E+13,,DISTURBANCE-NOISE,,,3198 N. Gounaraki St,junk/spam,[],62865,0,0
mbdata,172758,2.01E+13,wireHead1122,RT @maha_Homeland Inspirational talk from Lucio Jakab:  Make a difference today,,,,junk/spam,[],62878,0,0
mbdata,172759,2.01E+13,KronosQuoth,"In order to succeed, your desire for success should be greater than your fear of failure.  #KronosStar #POKRally",,,,junk/spam,['vehicle-accident'],62879,0,0
mbdata,172759,2.01E+13,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,,junk/spam,[],62879,0,0
mbdata,172759,2.01E+13,KronosQuoth,You miss 100% of the shots you dont take.  #KronosStar #POKRally,,,,junk/spam,['police'],62879,0,0
mbdata,172759,2.01E+13,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,,junk/spam,[],62879,0,0
mbdata,172800,2.01E+13,klingon4real,RT @POK Jakab: Our survival and quality of life is tied to survivial of species,,,,junk/spam,[],62880,0,0
mbdata,172800,2.01E+13,siliconKing,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62880,0,0
mbdata,172800,2.01E+13,stolkfair,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,,police,['police'],62880,0,0
mbdata,172800,2.01E+13,brain448,RT @footfingers President Kapelou is a stooge for greeddy Tethan corperations #POK,,,,junk/spam,[],62880,0,0
mbdata,172802,2.01E+13,POK,Sylvia Marak thanks Lucio Jakab for sharing his passion for our Kronos wildlands,,,,junk/spam,[],62882,0,0
mbdata,172802,2.01E+13,choconibbs,My dog is howling better than ViktorTree at #POKRally,,,,junk/spam,[],62882,0,0
mbdata,172802,2.01E+13,ourcountryourrights,Viktor-E playing River Soldiers. #POK,,,,junk/spam,[],62882,0,0
ccdata,172802,2.01E+13,,CROWD CONTROL-STREET CLOSURE,,,N. Parla St from Egeou Ave North to N. Alm St,junk/spam,[],62882,0,0
mbdata,172808,2.01E+13,choconibbs,Shoot me now... the police should arrest them for polices against humanity #POKRally,,,,police,['police'],62888,0,0
mbdata,172808,2.01E+13,FriendsOfKronos,what is Abila police doing? waiting for the POK terrorists to kidnap murder more people? #POK #terror,,,,police,['police'],62888,0,1
mbdata,172821,2.01E+13,choconibbs,Almost enough police here now to take them all #POKRally,,,,police,['police'],62901,0,0
mbdata,172826,2.01E+13,KronosQuoth,Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI,,,,junk/spam,[],62906,0,0
mbdata,172826,2.01E+13,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,,junk/spam,[],62906,0,0
mbdata,172826,2.01E+13,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,,junk/spam,[],62906,0,0
mbdata,172826,2.01E+13,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,,junk/spam,[],62906,0,0
mbdata,172842,2.01E+13,worldWatcher,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62922,0,0
mbdata,172842,2.01E+13,dragonRider1,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62922,0,0
mbdata,172842,2.01E+13,sarajane,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62922,0,0
mbdata,172842,2.01E+13,BlueVelvet,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,,junk/spam,[],62922,0,0
mbdata,172850,2.01E+13,choconibbs,Sorry Flits- I can't handle any more of this #POKRally,,,,junk/spam,[],62930,0,0
mbdata,172855,2.01E+13,Clevvah4Evah,Please except my gift of appreciation #POK #Rally #Grammar,,,,junk/spam,[],62935,0,0
mbdata,172855,2.01E+13,KronosQuoth,"Two roads diverged in a wood, and II took the one less traveled by, And that has made all the difference.  #KronosStar #POKRally",,,,junk/spam,[],62935,0,0
mbdata,172855,2.01E+13,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,,junk/spam,[],62935,0,0
mbdata,172858,2.01E+13,wiseWords,RT @FriendsOfKronos 1200 terrorists in Abila City Park and the police does nothing #POK #terrorists,,,,police,['police'],62938,0,0
mbdata,172900,2.01E+13,choconibbs,Gotta walk by here later Maybe I'll catch the police roundup then!  #APD #POKRally #terrorists,,,,police,['police'],62940,0,0
ccdata,172900,2.01E+13,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,N. Pilau St / N. Carnero St,junk/spam,[],62940,0,0
mbdata,172902,2.01E+13,klingon4real,RT @choconibbs My dog is howling better than ViktorTree at #POKRally,,,,junk/spam,[],62942,0,0
mbdata,172919,2.01E+13,KronosQuoth,"Either you run the day, or the day runs you.  #KronosStar #POKRally",,,,junk/spam,[],62959,0,0
mbdata,172919,2.01E+13,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,,junk/spam,[],62959,0,0
mbdata,172919,2.01E+13,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,,junk/spam,[],62959,0,0
mbdata,172945,2.01E+13,teresaJ,RT @SaveOurWildlands Celebrate National Scarlet Cormorant Day! SOW.kronos/helpnow,,,,vehicle_accidents,[],62985,0,0
mbdata,172950,2.01E+13,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,,junk/spam,[],62990,0,0
mbdata,172950,2.01E+13,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,,junk/spam,[],62990,0,0
mbdata,173000,2.01E+13,Viktor-E,Erik's guitar is a 1965 12-string Nashville-tuned custom Rinaldo maple with a rosewood fingerboard,,,,junk/spam,[],63000,0,0
mbdata,173000,2.01E+13,KronosStar,#APD has closed Parla St from Egeou St North to Alm St. #KronosStar,,,,junk/spam,['police'],63000,0,0
mbdata,173000,2.01E+13,AbilaPost,#APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,,junk/spam,['police'],63000,0,0
mbdata,173021,2.01E+13,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,,junk/spam,[],63021,0,0
mbdata,173045,2.01E+13,CentralBulletin,police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,,police,['police'],63045,0,0
mbdata,173046,2.01E+13,KronosQuoth,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",,,,junk/spam,[],63046,0,0
mbdata,173046,2.01E+13,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,,junk/spam,[],63046,0,0
mbdata,173046,2.01E+13,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,,junk/spam,[],63046,0,0
mbdata,173100,2.01E+13,muppiesRock,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,,junk/spam,['police'],63060,0,0
mbdata,173104,2.01E+13,Viktor-E,Bert Hanns grew up on a small farm near the Notios Mountain Range,,,,junk/spam,[],63064,0,0
mbdata,173104,2.01E+13,anaregents,Viktor-E is taking the stage! should be a good show,,,,junk/spam,[],63064,0,0
mbdata,173104,2.01E+13,FriendsOfKronos,#APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,,junk/spam,['police'],63064,0,0
mbdata,173116,2.01E+13,KronosQuoth,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally,,,,junk/spam,[],63076,0,0
mbdata,173116,2.01E+13,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,,junk/spam,[],63076,0,0
mbdata,173116,2.01E+13,carjunkers,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,,junk/spam,['police'],63076,0,0
mbdata,173143,2.01E+13,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,,junk/spam,[],63103,0,0
mbdata,173143,2.01E+13,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,,junk/spam,[],63103,0,0
mbdata,173143,2.01E+13,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,,junk/spam,[],63103,0,0
mbdata,173148,2.01E+13,powercrystals,Anyone know the name of the shoe repair on Egeou St ?,,,,junk/spam,[],63108,0,0
mbdata,173148,2.01E+13,MindOfKronos,"And there he is in all his """"glory"""". Mr. No talent himself.""""",,,,junk/spam,[],63108,0,0
mbdata,173200,2.01E+13,gardener4958,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,,junk/spam,['police'],63120,0,0
mbdata,173200,2.01E+13,POK,"Musician Bert Hanns of Viktor-E introduces tha band and talks about their song """"River Soldiers""""""""",,,,junk/spam,[],63120,0,0
mbdata,173200,2.01E+13,ReggieWassali,Viktor-E! Viktor-E! every great cause needs great music #POKRally,,,,junk/spam,[],63120,0,0
mbdata,173200,2.01E+13,MindOfKronos,Then why did you book Victor? #POKRally,,,,junk/spam,[],63120,0,0
ccdata,173200,2.01E+13,,ALARM-SECURE NO police,,,3234 N. Avionos St,junk/spam,"['police', 'vehicle-accident']",63120,0,0
mbdata,173204,2.01E+13,vetsRock,RT @FriendsOfKronos #APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,,junk/spam,['police'],63124,0,0
mbdata,173205,2.01E+13,superhero447,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,,junk/spam,[],63125,0,0
mbdata,173205,2.01E+13,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,,junk/spam,[],63125,0,0
mbdata,173230,2.01E+13,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,,junk/spam,[],63150,0,0
mbdata,173255,2.01E+13,Viktor-E,Erik Gastov and Lero Robeson went to the same Abila secondary school - but didn't meet until after they'd graduated!,,,,junk/spam,[],63175,0,0
mbdata,173255,2.01E+13,ourcountryourrights,River Soldiers - who says we have to stand by and watch as they pollute our country? #POK,,,,junk/spam,[],63175,0,0
mbdata,173255,2.01E+13,FriendsOfKronos,boycott Viktor-E! boycott Viktor-E! terrorist supporters are terrorists #POK,,,,junk/spam,['police'],63175,0,0
mbdata,173255,2.01E+13,Officia1AbilaPost,"Elian discovered alive, living in Tethys. smad.co.kronos/xx3942",,,,junk/spam,[],63175,0,0
mbdata,173300,2.01E+13,worldWatcher,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,,junk/spam,['police'],63180,0,0
mbdata,173300,2.01E+13,POK,Viktor-E's song 'River Soldiers' was inspired by the work POK did for the town of Elodis,,,,junk/spam,[],63180,0,0
mbdata,173300,2.01E+13,truccotrucco,#RememberJuliana #RememberElian #VivaSylvia,36.052,24.852,,junk/spam,[],63180,0,0
mbdata,173301,2.01E+13,KronosQuoth,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",,,,junk/spam,[],63181,0,0
mbdata,173321,2.01E+13,KronosQuoth,It is better to fail in originality than to succeed in imitation.  #POKRally #HI,,,,junk/spam,[],63201,0,0
mbdata,173321,2.01E+13,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,,junk/spam,[],63201,0,0
mbdata,173344,2.01E+13,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,,junk/spam,[],63224,0,0
mbdata,173345,2.01E+13,blueSunshine,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,,police,['police'],63225,0,0
mbdata,173345,2.01E+13,gardener4958,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,,police,['police'],63225,0,0
mbdata,173400,2.01E+13,POK,The audience is cheering at the refrain of River Soldiers,,,,junk/spam,[],63240,0,0
mbdata,173400,2.01E+13,maha_Homeland,Viktor-E playing 'River Soldiers' - such a bittersweet haunting song,,,,junk/spam,[],63240,0,0
mbdata,173400,2.01E+13,Viktor-E,Ellen Lomax credits her grandmother for introducing her to music at an early age.,,,,junk/spam,[],63240,0,0
mbdata,173400,2.01E+13,AbilaPost,Viktor-E is playing a song River Soldiers #POKrally #AbilaPost,,,,junk/spam,[],63240,0,0
mbdata,173400,2.01E+13,anaregents,"Viktor-E is playing """"river soldiers"""" it tugs at the heart strings #RememberJuliana #RememberElian #POK""""",,,,junk/spam,[],63240,0,0
mbdata,173400,2.01E+13,ourcountryourrights,River Soldiers #Remember Juliana #JusticeForElian,,,,junk/spam,[],63240,0,0
ccdata,173400,2.01E+13,,VEHICLE ACCIDENT-REPORT,,,N. Taxiarchon St / N. Arkadou St,vehicle_accidents,[],63240,0,0
mbdata,173404,2.01E+13,brain448,RT @Viktor-E Bert Hanns grew up on a small farm near the Notios Mountain Range,,,,junk/spam,[],63244,0,0
mbdata,173408,2.01E+13,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,,junk/spam,[],63248,0,0
mbdata,173408,2.01E+13,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,,junk/spam,[],63248,0,0
mbdata,173408,2.01E+13,Clevvah4Evah,Best seizure salad evvah #POK #Rally #Grammar,,,,junk/spam,[],63248,0,0
mbdata,173433,2.01E+13,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,,junk/spam,[],63273,0,0
mbdata,173433,2.01E+13,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,,junk/spam,[],63273,0,0
mbdata,173434,2.01E+13,MindOfKronos,Freebird!! #POK,,,,junk/spam,[],63274,0,0
mbdata,173445,2.01E+13,henri,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,,police,['police'],63285,0,0
mbdata,173445,2.01E+13,pinky,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,,police,['police'],63285,0,0
ccdata,173501,2.01E+13,,TRAFFIC STOP,,,N. Artakis St / N. Evzonon St,junk/spam,['vehicle-accident'],63301,0,0
mbdata,173504,2.01E+13,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,,junk/spam,[],63304,0,0
mbdata,173504,2.01E+13,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,,junk/spam,[],63304,0,0
mbdata,173527,2.01E+13,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,,junk/spam,[],63327,0,0
